td_browser,td_color,td_ip,td_version,td_client_id,td_os_version,td_browser_version,td_viewport,td_charset,td_os,td_screen,td_language,td_global_id,td_platform,td_user_agent,td_fingerprint_id,td_title,td_description,td_url,td_host,td_path,td_referrer,time
Chrome,24-bit,124.35.160.2,1.3.0,42c22480-a15b-45e0-e728-0eed1b1aac26,,60.0.3112,1392x829,utf-8,Windows 7,1920x1200,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Nintendo Country Selector - Official Site,"Nintendo - Official Site - Video Game Consoles, Games",https://www.nintendo.com/countryselector,Nintendo Country Selector - Official Site,Nintendo Country Selector - Official Site,https://www.google.com,1534845083
Chrome,24-bit,126.168.31.225,1.3.0,9c5ba5fd-b1a5-4191-a5fb-7fd30e0c72cc,10.11.6,60.0.3112,1635x930,utf-8,Mac OS X,1680x1050,en-us,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,"Nintendo Game Store - Official Site - Nintendo Switch, Nintendo 3DS, Wii U 
Video Games","Browse and buy digital games on the Nintendo game store, and automatically 
download them to your Nintendo Switch, Nintendo 3DS system or Wii U console.",https://www.nintendo.com/games,"Nintendo Game Store - Official Site - Nintendo Switch, Nintendo 3DS, Wii U 
Video Games","Nintendo Game Store - Official Site - Nintendo Switch, Nintendo 3DS, Wii U 
Video Games",(direct),1534842143
Chrome,24-bit,58.158.232.38,1.7.2,5dbc3d0b-0310-4c55-806e-890b554f5424,,60.0.3112,1204x900,utf-8,Windows,1680x1050,ja,eaf0ff78-542f-4368-90bb-c321e1d2a794,Win32,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Ridley amiibo Figure by Nintendo - Super Smash Bros. Series,"Ridley is the leader of the Space Pirates in the Metroid� series and 
Samus�s long-standing rival in battle. He looks like a pterosaur but has 
high intelligence and a brutal nature. Ridley utilizes wings for a full 
range of flight and attacks with fireballs from his mouth and whips of his 
tail.",https://www.nintendo.com/amiibo/detail/ridley-amiibo-super-smash-bros-series,Ridley amiibo Figure by Nintendo - Super Smash Bros. Series,Ridley amiibo Figure by Nintendo - Super Smash Bros. Series,https://www.facebook.com,1536158453
Mobile Safari,24-bit,66.249.89.223,1.7.2,19da9603-1f66-4a4c-b73f-89949c75cda0,9.1,9,360x600,utf-8,iOS,360x600,en-us,9e904a6e-ff31-49b0-9803-d9343a00f427,Linux x86_64,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",https://www.nintendo.com/cart/,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",https://www.facebook.com,1536158313
Chrome,24-bit,38.140.133.130,1.7.2,2ab32ce2-5ccd-427a-b03d-248acd480250,10.11.6,60.0.3112,1616x874,utf-8,Mac OS X,2560x1440,en-us,71c9683e-ae15-4392-a075-d3160085cd28,MacIntel,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,"Nintendo Switch Online � Nintendo Switch� Official site � Online gaming, 
multiplayer, voice chat","Learn about the upcoming paid online service coming to the Nintendo Switch� 
system.",https://www.nintendo.com/switch/online-service/,"Nintendo Switch Online � Nintendo Switch� Official site � Online gaming, 
multiplayer, voice chat","Nintendo Switch Online � Nintendo Switch� Official site � Online gaming, 
multiplayer, voice chat",(direct),1536156322
Chrome,24-bit,113.43.96.34,1.3.0,2ac12859-b750-4f74-a26f-aad594bd9cd1,10.11.6,60.0.3112,1440x725,utf-8,Mac OS X,1440x900,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Game Guide - Nintendo Game Store,"Search for games for Nintendo 3DS and Nintendo 2DS, Wii U, and Wii 
consoles, and find out where to purchase. Filter by age range, genre, 
character, and more.",https://www.nintendo.com/games/game-guide,Game Guide - Nintendo Game Store,Game Guide - Nintendo Game Store,(direct),1536157695
Chrome,24-bit,192.170.136.190,1.7.2,c885e994-5cf4-40bf-c261-40546726be60,10.11.6,60.0.3112,1600x929,utf-8,Mac OS X,2560x1440,en-us,9d19f73f-6ffe-42a5-b46f-17b5c57e793c,MacIntel,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Nintendo Switch� - Official site � Nintendo gaming system,"Find out about the Nintendo Switch� system, a gaming console you can play 
both at home and on-the-go. Watch videos, learn about the games, and buy 
your system.",https://www.nintendo.com/switch/,Nintendo Switch� - Official site � Nintendo gaming system,Nintendo Switch� - Official site � Nintendo gaming system,(direct),1536157091
Chrome,24-bit,202.32.14.129,1.8.3,9f1bade8-2d27-4261-91d1-e97a7a3ed527,,61.0.3163,1920x949,utf-8,Windows 7,1920x1080,ja,d23dfc7e-1c7f-4e2f-94e4-ece92bff229c,Win32,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",https://www.nintendo.com/cart/,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",(none),1536157532
Chrome,24-bit,221.242.28.34,1.3.0,95adc21a-1f65-4d29-86ec-22718c91c779,,60.0.3112,1518x709,utf-8,Windows 7,1366x768,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Game Guide - Nintendo Game Store,"Search for games for Nintendo 3DS and Nintendo 2DS, Wii U, and Wii 
consoles, and find out where to purchase. Filter by age range, genre, 
character, and more.",https://www.nintendo.com/games/game-guide,Game Guide - Nintendo Game Store,Game Guide - Nintendo Game Store,https://googlead.doubleclick.net,1536157994
Chrome,24-bit,216.80.59.70,1.3.0,61158b44-a698-4af8-9a96-2a8d473befba,,60.0.3112,2048x1046,utf-8,Windows,2048x1152,en-us,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Nintendo Sales & Deals - Nintendo Game Store,"Take a look at Nintendo game sales and deals offered on the Nintendo Game 
Store.",https://www.nintendo.com/games/sales-and-deals,Nintendo Sales & Deals - Nintendo Game Store,Nintendo Sales & Deals - Nintendo Game Store,https://www.google.com,1536159122
Chrome,24-bit,38.99.25.193,1.3.0,445bf293-ee8f-4c1a-a805-e1638f8b35c8,,60.0.3112,1421x901,utf-8,Windows,1920x1080,en-us,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Nintendo Country Selector - Official Site,"Nintendo - Official Site - Video Game Consoles, Games",https://www.nintendo.com/countryselector,Nintendo Country Selector - Official Site,Nintendo Country Selector - Official Site,(direct),1536158761
Chrome,24-bit,114.19.189.138,1.7.2,a34ebc37-a475-4066-b619-5ee5665e2ea5,10.12.6,60.0.3112,1228x628,utf-8,Mac OS X,1280x800,ja,fc4c9bf9-1139-45cb-bb57-1cca10a487b3,MacIntel,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,DELTARUNE Chapter 1 for Nintendo Switch - Nintendo Game Details,"Learn more details about DELTARUNE Chapter 1 for Nintendo Switch and take a 
look at gameplay screenshots and videos.",https://www.nintendo.com/games/detail/deltarune-chapter-1-switch,DELTARUNE Chapter 1 for Nintendo Switch - Nintendo Game Details,DELTARUNE Chapter 1 for Nintendo Switch - Nintendo Game Details,(direct),1536156100
Chrome,24-bit,12.104.57.3,1.7.2,f9f3206d-ad10-43a3-a498-4537e8f26857,,60.0.3112,1600x752,utf-8,Windows 7,1600x900,en-us,35630e9a-0a94-47eb-9b9d-46b8117f585e,Win32,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Nintendo Switch� - Official site � Nintendo gaming system,"Find out about the Nintendo Switch� system, a gaming console you can play 
both at home and on-the-go. Watch videos, learn about the games, and buy 
your system.",https://www.nintendo.com/switch/,Nintendo Switch� - Official site � Nintendo gaming system,Nintendo Switch� - Official site � Nintendo gaming system,(direct),1536157845
Googlebot,24-bit,66.249.64.208,1.7.2,adcbca40-0ff1-4552-92dd-a845881b6516,,2.1,1024x1024,utf-8,Other,1024x1024,en-us,3bf8243b-bb60-47d6-aed6-ad7f2dbbc237,Linux x86_64,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",https://www.nintendo.com/order-confirmation/,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",https://www.facebook.com,1535658500
Chrome,24-bit,221.241.204.19,1.3.0,20f0591a-9aac-4c3c-add7-1b47e8578c36,,60.0.3112,1858x941,utf-8,Windows 7,1920x1080,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,New Game Releases - Nintendo Game Store,"Take a look at upcoming video game releases for the Nintendo Switch, 
Nintendo 3DS, and Virtual Console.",https://www.nintendo.com/games/coming-soon,New Game Releases - Nintendo Game Store,New Game Releases - Nintendo Game Store,https://www.facebook.com,1535657661
Safari,24-bit,118.238.252.4,1.7.2,466027b2-49ea-4767-ac4e-dd53bcd278da,10.12.6,10.1.2,1276x694,utf-8,Mac OS X,1280x800,ja-jp,044189fe-0006-4e4a-84c6-27ce28c02859,MacIntel,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Nintendo Privacy Policy - Official Site,Nintendo.com privacy policy.,https://www.nintendo.com/privacy-policy,Nintendo Privacy Policy - Official Site,Nintendo Privacy Policy - Official Site,https://www.facebook.com,1535658457
Chrome,24-bit,38.99.25.193,1.3.0,1d50405c-468f-4a5e-bff7-94591a017b5d,10.12.2,60.0.3112,1667x773,utf-8,Mac OS X,2560x1440,en-us,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Nintendo Country Selector - Official Site,"Nintendo - Official Site - Video Game Consoles, Games",https://www.nintendo.com/countryselector,Nintendo Country Selector - Official Site,Nintendo Country Selector - Official Site,https://www.google.com,1535659026
Chrome,24-bit,94.142.210.226,1.7.2,3ef26758-0baf-46d4-b7b2-e29b464e3e05,,60.0.3112,1920x950,utf-8,Windows 8.1,1920x1080,nl,436678e5-a04d-45e7-a2e4-01edf75a8d52,Win32,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Nintendo Switch� - Official site � Nintendo gaming system,"Find out about the Nintendo Switch� system, a gaming console you can play 
both at home and on-the-go. Watch videos, learn about the games, and buy 
your system.",https://www.nintendo.com/switch/,Nintendo Switch� - Official site � Nintendo gaming system,Nintendo Switch� - Official site � Nintendo gaming system,https://www.google.com,1535657568
Chrome,24-bit,122.212.152.106,1.3.0,6d604396-35ab-4a2e-9216-12da3035f48e,10.11.6,60.0.3112,1875x1080,utf-8,Mac OS X,1920x1200,en-us,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Nintendo Country Selector - Official Site,"Nintendo - Official Site - Video Game Consoles, Games",https://www.nintendo.com/countryselector,Nintendo Country Selector - Official Site,Nintendo Country Selector - Official Site,(direct),1535658229
Chrome,24-bit,116.226.192.83,1.7.2,d95d5b11-6477-48d5-811d-823117040db7,,60.0.3112,1918x989,utf-8,Windows,1920x1080,zh-cn,7450adff-3bbe-40bb-99b1-a4718be5bfd0,Win32,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,King K. Rool amiibo Figure by Nintendo - Super Smash Bros. Series,Stay tuned for news about this amiibo figure's features�coming soon!,https://www.nintendo.com/amiibo/detail/king-k-rool-amiibo-super-smash-bros-series,King K. Rool amiibo Figure by Nintendo - Super Smash Bros. Series,King K. Rool amiibo Figure by Nintendo - Super Smash Bros. Series,(direct),1535659053
Chrome,24-bit,38.99.25.193,1.3.0,f4861e1e-77b8-4013-b590-16137cdff8f1,10.12.6,60.0.3112,1440x803,utf-8,Mac OS X,1440x900,en-us,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,"Buy now � Nintendo Switch� Official Site - What�s included, options, bundles","Buy your Nintendo Switch�, the home gaming system that you can play 
on-the-go. Find out what�s included and order online.",https://www.nintendo.com/switch/buy-now/,"Buy now � Nintendo Switch� Official Site - What�s included, options, bundles","Buy now � Nintendo Switch� Official Site - What�s included, options, bundles",https://www.google.com,1531937982
Chrome,24-bit,181.164.165.162,1.3.0,4dc74cba-a225-4a6d-a477-e263b5ecfd94,,60.0.3112,1920x950,utf-8,Windows,1920x1080,es-419,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Buy now � Nintendo 3DS� family of systems � Console bundles,"Learn more about where to purchase the Nintendo 3DS family of systems, 
including special editions and bundles.",https://www.nintendo.com/3ds/buynow,Buy now � Nintendo 3DS� family of systems � Console bundles,Buy now � Nintendo 3DS� family of systems � Console bundles,https://www.google.com,1531938484
Safari,24-bit,174.92.41.76,1.7.2,f4a61892-5e4a-41f3-f91f-7279165ed8a1,10.11.6,10.1.2,1280x648,utf-8,Mac OS X,1280x800,en-us,c726de5f-ecd2-45b5-a736-bf62bdfe8576,MacIntel,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",https://www.nintendo.com/order-confirmation/,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",https://www.google.com,1531939399
,,,,7c3f371e-0eac-4a4d-b4a2-1a70e4c660a8,,,,,,,,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Nintendo Country Selector - Official Site,"Nintendo - Official Site - Video Game Consoles, Games",https://www.nintendo.com/countryselector,Nintendo Country Selector - Official Site,Nintendo Country Selector - Official Site,https://www.google.com,1531937891
Chrome,24-bit,194.213.39.46,1.7.2,cbc9f7af-6ea5-413a-b5a0-c6acf6ec672e,,60.0.3112,1366x662,utf-8,Windows,1366x768,cs,4f361578-73fa-4d73-8db2-b45e2244ac53,Win32,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,King K. Rool amiibo Figure by Nintendo - Super Smash Bros. Series,Stay tuned for news about this amiibo figure's features�coming soon!,https://www.nintendo.com/amiibo/detail/king-k-rool-amiibo-super-smash-bros-series,King K. Rool amiibo Figure by Nintendo - Super Smash Bros. Series,King K. Rool amiibo Figure by Nintendo - Super Smash Bros. Series,https://www.twitter.com,1531940321
Chrome,24-bit,38.99.25.193,1.3.0,ea72378b-ad55-4cb0-b745-7234ddb0b5fb,,60.0.3112,1920x950,utf-8,Windows,1920x1080,en-us,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Switch Games - Nintendo Game Store,"Browse and buy digital games on the Nintendo game store, and automatically 
download them to your Nintendo Switch console.",https://www.nintendo.com/games/switch,Switch Games - Nintendo Game Store,Switch Games - Nintendo Game Store,https://www.facebook.com,1531939692
Chrome,24-bit,211.19.37.1,1.7.2,762e84cd-c81b-466e-b99f-42ab935eab26,,60.0.3112,1366x623,utf-8,Windows 7,1366x768,ja,b02f14da-36c5-4f14-ad66-4a5bbb70a720,Win32,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Nintendo Sitemap - Official Site,"Nintendo - Official Site - Video Game Consoles, Games",https://www.nintendo.com/sitemap,Nintendo Sitemap - Official Site,Nintendo Sitemap - Official Site,(direct),1531936811
Chrome,24-bit,74.51.152.8,1.7.2,ca646b02-653e-40ae-8a31-a0bfe2270f47,10.12.6,60.0.3112,1620x851,utf-8,Mac OS X,1680x1050,en-us,f16fbb27-ce53-4913-b920-c9224e9bcd96,MacIntel,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Buy now � Nintendo 3DS� family of systems � Console bundles,"Learn more about where to purchase the Nintendo 3DS family of systems, 
including special editions and bundles.",https://www.nintendo.com/3ds/buynow/,Buy now � Nintendo 3DS� family of systems � Console bundles,Buy now � Nintendo 3DS� family of systems � Console bundles,https://googlead.doubleclick.net,1531938202
Chrome,24-bit,202.221.224.50,1.3.0,a49b74e4-0e94-4668-fddd-db28ce6c40ca,,60.0.3112,1366x638,utf-8,Windows 7,1366x768,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,amiibo by Nintendo - amiibo for Wii U and New Nintendo 3DS XL,"Have fun with your favorite Nintendo characters with amiibo�. Just tap 
amiibo accessories to the Nintendo Switch (no portal required!) and watch 
them come to life.",https://www.nintendo.com/amiibo/,amiibo by Nintendo - amiibo for Wii U and New Nintendo 3DS XL,amiibo by Nintendo - amiibo for Wii U and New Nintendo 3DS XL,(direct),1531938333
Chrome,24-bit,73.189.61.12,1.7.2,06a2bb4c-a668-4a9d-8e6c-11817218988d,10.12.6,60.0.3112,1440x712,utf-8,Mac OS X,1440x900,en-us,da1e78c5-173b-4843-b4b3-f05bc77a908d,MacIntel,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,New Game Releases - Nintendo Game Store,"Take a look at upcoming video game releases for the Nintendo Switch, 
Nintendo 3DS, and Virtual Console.",https://www.nintendo.com/games/coming-soon/,New Game Releases - Nintendo Game Store,New Game Releases - Nintendo Game Store,(direct),1531936831
Firefox,24-bit,54.153.88.228,1.3.0,b3d5abf0-e36e-4611-a7e9-6a01612f2b46,,54,1325x674,utf-8,Ubuntu,1440x810,en-us,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Nintendo Sales & Deals - Nintendo Game Store,"Take a look at Nintendo game sales and deals offered on the Nintendo Game 
Store.",https://www.nintendo.com/games/sales-and-deals,Nintendo Sales & Deals - Nintendo Game Store,Nintendo Sales & Deals - Nintendo Game Store,(direct),1535725468
Chrome,24-bit,118.238.253.155,1.3.0,50527d0d-6026-4e36-a7a0-d42257d271e2,10.12.6,60.0.3112,1373x669,utf-8,Mac OS X,1440x900,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Etrian Odyssey Nexus for Nintendo 3DS - Nintendo Game Details,"Learn more details about Etrian Odyssey Nexus for Nintendo 3DS and take a 
look at gameplay screenshots and videos.",https://www.nintendo.com/games/detail/etrian-odyssey-nexus-3ds,Etrian Odyssey Nexus for Nintendo 3DS - Nintendo Game Details,Etrian Odyssey Nexus for Nintendo 3DS - Nintendo Game Details,https://googlead.doubleclick.net,1535724373
Chrome,24-bit,202.228.139.164,1.3.0,222057d4-5945-40d6-a76d-d7b9bd08cde8,,60.0.3112,2378x1126,utf-8,Windows,1920x1080,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Nintendo Country Selector - Official Site,"Nintendo - Official Site - Video Game Consoles, Games",https://www.nintendo.com/countryselector,Nintendo Country Selector - Official Site,Nintendo Country Selector - Official Site,https://www.google.com,1535727459
Firefox,24-bit,93.20.41.4,1.7.2,63f44db9-5a52-4836-d69b-8017a5342c6f,,50,1855x951,utf-8,Ubuntu,1920x1080,fr,e5e4f888-8eaf-4e22-8184-b1cb37b1b096,Linux x86_64,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Nintendo Switch� - Official site � Nintendo gaming system,"Find out about the Nintendo Switch� system, a gaming console you can play 
both at home and on-the-go. Watch videos, learn about the games, and buy 
your system.",https://www.nintendo.com/switch/,Nintendo Switch� - Official site � Nintendo gaming system,Nintendo Switch� - Official site � Nintendo gaming system,https://www.google.com,1535724686
Chrome,24-bit,183.74.193.79,1.3.0,7a563e54-d49c-4584-a988-18e9f5651b2e,,60.0.3112,1707x788,utf-8,Windows,1280x720,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Game Guide - Nintendo Game Store,"Search for games for Nintendo 3DS and Nintendo 2DS, Wii U, and Wii 
consoles, and find out where to purchase. Filter by age range, genre, 
character, and more.",https://www.nintendo.com/games/game-guide,Game Guide - Nintendo Game Store,Game Guide - Nintendo Game Store,https://googlead.doubleclick.net,1535725411
Chrome,24-bit,124.35.147.130,1.3.0,a78cac25-a810-43bc-b98b-2a09a757d540,,60.0.3112,1920x901,utf-8,Windows,1920x1080,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,"Nintendo 3DS� family of systems � Official Site � Handheld video game 
systems","Take a look at the Nintendo 3DS family of systems, including the Nintendo 
2DS, and the great selection of games available. The Nintendo 3DS family of 
systems is designed for gaming on-the-go!",https://www.nintendo.com/3ds/,"Nintendo 3DS� family of systems � Official Site � Handheld video game 
systems","Nintendo 3DS� family of systems � Official Site � Handheld video game 
systems",(direct),1535724649
Chrome,24-bit,221.241.204.35,1.3.0,8db0aa16-2ffb-4667-a4a5-5beb0f151d3d,,60.0.3112,1858x990,utf-8,Windows 7,1920x1080,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Nintendo.com interest-based ads policy,Nintendo.com interest-based ads policy,https://www.nintendo.com/interest-based-ads-policy,Nintendo.com interest-based ads policy,Nintendo.com interest-based ads policy,https://www.twitter.com,1535724701
Chrome,24-bit,39.110.217.195,1.3.0,a2582ef6-104a-4b2c-a4c4-0acbefa7cad5,,60.0.3112,1281x658,utf-8,Windows 7,1366x768,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Game Guide - Nintendo Game Store,"Search for games for Nintendo 3DS and Nintendo 2DS, Wii U, and Wii 
consoles, and find out where to purchase. Filter by age range, genre, 
character, and more.",https://www.nintendo.com/games/game-guide,Game Guide - Nintendo Game Store,Game Guide - Nintendo Game Store,(direct),1535792093
Chrome,24-bit,71.239.22.78,1.7.2,0136faf1-a027-4b8b-a383-3554d6acdf28,10.12.6,60.0.3112,1543x851,utf-8,Mac OS X,1920x1200,en-us,c751084d-006b-474a-b9e6-ed6e07e1a623,MacIntel,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Overview � Nintendo 3DS� family of systems � Details and info,"Find out what the Nintendo 3DS family of systems can do. Explore games, 
included software, fun ways to connect, and more!",https://www.nintendo.com/3ds/overview,Overview � Nintendo 3DS� family of systems � Details and info,Overview � Nintendo 3DS� family of systems � Details and info,https://www.facebook.com,1535790327
Chrome,24-bit,153.142.210.4,1.3.0,61b45e22-6a12-466f-92b5-4842b388bae2,10.12.0,59.0.3071,1267x780,utf-8,Mac OS X,1440x900,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,New Game Releases - Nintendo Game Store,"Take a look at upcoming video game releases for the Nintendo Switch, 
Nintendo 3DS, and Virtual Console.",https://www.nintendo.com/games/coming-soon/,New Game Releases - Nintendo Game Store,New Game Releases - Nintendo Game Store,https://www.twitter.com,1535790234
Firefox,24-bit,66.207.242.204,1.7.2,1736b3b9-2eaa-40dd-abdf-31251778588f,,55,1920x971,utf-8,Windows,1920x1080,en-us,4810e835-2fd8-49aa-8237-7cdd7cfb66c4,Win32,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Ridley amiibo Figure by Nintendo - Super Smash Bros. Series,"Ridley is the leader of the Space Pirates in the Metroid� series and 
Samus�s long-standing rival in battle. He looks like a pterosaur but has 
high intelligence and a brutal nature. Ridley utilizes wings for a full 
range of flight and attacks with fireballs from his mouth and whips of his 
tail.",https://www.nintendo.com/amiibo/detail/ridley-amiibo-super-smash-bros-series,Ridley amiibo Figure by Nintendo - Super Smash Bros. Series,Ridley amiibo Figure by Nintendo - Super Smash Bros. Series,(direct),1535788962
Chrome,24-bit,221.241.204.35,1.3.0,ec7a52bd-b09b-4443-acfb-ab967b47da91,10.11.6,60.0.3112,1080x1783,utf-8,Mac OS X,1080x1920,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Game Guide - Nintendo Game Store,"Search for games for Nintendo 3DS and Nintendo 2DS, Wii U, and Wii 
consoles, and find out where to purchase. Filter by age range, genre, 
character, and more.",https://www.nintendo.com/games/game-guide,Game Guide - Nintendo Game Store,Game Guide - Nintendo Game Store,(direct),1535789038
Chrome,24-bit,38.99.25.193,1.3.0,3ace6638-40fe-4800-9104-3a7ef04a97e3,,49.0.2623,1920x995,utf-8,Linux,1920x1080,en-us,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Built-in Software � Nintendo 3DS� family of systems � System software,"Start having fun with your Nintendo 3DS� family system right away, thanks 
to a full suite of built-in features and apps.",https://www.nintendo.com/3ds/built-in-software/,Built-in Software � Nintendo 3DS� family of systems � System software,Built-in Software � Nintendo 3DS� family of systems � System software,https://www.facebook.com,1530751780
Firefox,24-bit,38.99.25.193,1.3.0,34cf1e19-7781-4e2a-8ba6-4278c626d46d,,55,1855x983,utf-8,Ubuntu,1920x1080,en-us,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Game Guide - Nintendo Game Store,"Search for games for Nintendo 3DS and Nintendo 2DS, Wii U, and Wii 
consoles, and find out where to purchase. Filter by age range, genre, 
character, and more.",https://www.nintendo.com/games/game-guide,Game Guide - Nintendo Game Store,Game Guide - Nintendo Game Store,(direct),1530750179
Chrome,24-bit,122.208.136.242,1.3.0,6eb9fd1a-32d5-4cdc-8278-06ce4fd2e1ba,,60.0.3112,1225x723,utf-8,Windows,1368x912,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,"Buy now � Nintendo Switch� Official Site - What�s included, options, bundles","Buy your Nintendo Switch�, the home gaming system that you can play 
on-the-go. Find out what�s included and order online.",https://www.nintendo.com/switch/buy-now/,"Buy now � Nintendo Switch� Official Site - What�s included, options, bundles","Buy now � Nintendo Switch� Official Site - What�s included, options, bundles",(direct),1530749724
Chrome,24-bit,124.219.172.193,1.3.0,09f6547b-a6e6-47a5-a765-6a50e1c19f11,,60.0.3112,1745x885,utf-8,Windows,1920x1080,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Accessories - Nintendo Switch - Peripherals List,"Check out featured accessories for Nintendo Switch, including cases, 
headphones, and more. Customize your system with these fun accessories!",https://www.nintendo.com/switch/buy-now/accessories/,Accessories - Nintendo Switch - Peripherals List,Accessories - Nintendo Switch - Peripherals List,https://www.facebook.com,1530749446
